Attribute,Value
Number Critical Scenarios,587
Number Critical Scenarios (duplicate free),190
Number All Scenarios,1000
Number All Scenarios (duplicate free),331
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.59
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99808818  0.7818065 ]
Input value of critical (first of population of interest),[4.16330989 0.81217636 4.50371344]
