Attribute,Value
Number Critical Scenarios,677
Number Critical Scenarios (duplicate free),236
Number All Scenarios,1000
Number All Scenarios (duplicate free),389
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.68
Ratio Critical/All scenarios (duplicate free),0.61
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.65211856  0.83870074]
Input value of critical (first of population of interest),[ 6.6076553  -0.72196504 14.75199585]
