run,RS,NSGA-II-D,NSGA-II
1,0.10303516948871193,0.1938718945366823,0.25939392093274344
2,0.09308474371825844,0.20763275472699375,0.21192510174434134
3,0.08936200577900441,0.1543234829266788,0.42394303330474126
4,0.09177231966499545,0.24333878024051533,0.3781500798997412
5,0.09207129068300203,0.16447875307789742,0.24392555381165193
6,0.09309523344643941,0.2214197760417574,0.2148628681624413
7,0.09071969500638091,0.3065041042219286,0.29506167314042003
8,0.09059481079930022,0.23751147900430958,0.23075617315381364
9,0.0944378658040194,0.2056018163667155,0.2544001203687302
10,0.09304987615508524,0.15315768956887468,0.2544252760390992
