Attribute,Value
Number Critical Scenarios,758
Number Critical Scenarios (duplicate free),157
Number All Scenarios,1000
Number All Scenarios (duplicate free),205
Number Best Critical Scenarios,405
Number Best Critical Scenarios (duplicate free),45
Number Best Scenarios,576
Number Best Scenarios (duplicate free),51
Ratio Critical/All scenarios,0.76
Ratio Critical/All scenarios (duplicate free),0.77
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.88
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999702  0.768597  0.      ]
Input value of critical (first of population of interest),[ 1.124808 -6.669251  2.049423]
