Attribute,Value
Number Critical Scenarios,948
Number Critical Scenarios (duplicate free),257
Number All Scenarios,1000
Number All Scenarios (duplicate free),300
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.95
Ratio Critical/All scenarios (duplicate free),0.86
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.88224727  0.78196579]
Input value of critical (first of population of interest),[-1.03218687  6.04787509 17.70836203]
