Attribute,Value
Number Critical Scenarios,491
Number Critical Scenarios (duplicate free),132
Number All Scenarios,1000
Number All Scenarios (duplicate free),274
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.94235504  0.82408964]
Input value of critical (first of population of interest),[-1.92924744 -4.93387455  2.74091463]
