Attribute,Value
Number Critical Scenarios,534
Number Critical Scenarios (duplicate free),161
Number All Scenarios,1000
Number All Scenarios (duplicate free),347
Number Best Critical Scenarios,187
Number Best Critical Scenarios (duplicate free),38
Number Best Scenarios,309
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.53
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99742   0.816611]
Input value of critical (first of population of interest),[ 1.927671 -4.611401  1.772505]
