Attribute,Value
Number Critical Scenarios,278
Number Critical Scenarios (duplicate free),64
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,122
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,456
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.27
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999989  0.832937  0.      ]
Input value of critical (first of population of interest),[-1.185134  6.781977 11.614045]
