Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,5.331017,-5.102104,17.633822,-0.961598,0.798769,0.000000
1,-6.931238,3.855223,18.877023,-0.959485,0.791420,0.000000
2,-7.914826,-7.264693,7.713772,-0.547994,0.762101,0.000000
3,-5.281473,1.403455,2.609851,-0.999970,0.812378,0.000000
4,4.386617,-7.907876,1.805637,-0.999996,0.832801,0.000000
5,1.406071,-5.817497,0.042181,-0.999998,0.782577,0.000000
6,5.358611,-4.125008,0.054922,-0.973720,0.760948,0.000000
7,5.468123,-3.489893,0.465456,-0.904918,0.756829,0.000000
8,-4.094057,6.371448,1.149677,-0.761850,0.756006,0.000000
9,1.308438,7.124550,2.276713,-0.917873,0.722876,0.000000
10,-6.003173,0.603732,2.933561,-0.999989,0.827035,0.000000
11,-1.625251,-6.378565,0.232932,-0.995384,0.784746,0.000000
12,5.572216,7.959632,12.098812,-0.988284,0.739970,0.000000
13,7.901171,-2.520885,3.226288,-0.843050,0.712616,0.000000
14,-2.850412,6.426930,15.643874,-0.760176,0.793091,0.000000
15,-7.418298,-0.459039,11.609731,-0.994392,0.745203,0.000000
16,-4.302004,-4.505069,12.833414,-0.606539,0.781345,0.000000
17,-2.557463,-7.175473,2.279183,-0.999997,0.831881,0.000000
18,4.830394,7.989066,0.047508,-0.755327,0.706863,0.000000
19,7.308776,5.824176,0.574069,-0.864544,0.702922,0.000000
20,4.531384,2.190969,1.460415,-0.663625,0.701799,0.000000
21,-6.573944,-6.525273,16.564199,-0.726705,0.716113,0.000000
22,-0.971991,5.753715,1.585814,-0.823404,0.706997,0.000000
23,3.843897,0.515014,2.740589,-0.943596,0.705272,0.000000
24,-1.936547,-5.284543,12.807566,-0.829292,0.758329,0.000000
25,-3.792302,4.753831,0.630844,-0.986760,0.772381,0.000000
26,7.789316,-1.681921,15.277408,-0.997641,0.712039,0.000000
27,-6.365297,-6.034579,17.299021,-0.628109,0.692343,0.000000
28,-7.362812,-6.876699,14.891850,-0.541437,0.667548,0.000000
29,5.081739,-6.494631,18.444669,-0.970284,0.794032,0.000000
30,-4.307103,-7.427833,8.561927,-0.575506,0.764255,0.000000
31,-6.917727,5.727634,3.105517,-0.999975,0.828266,0.000000
32,-2.223684,7.992188,16.245764,-0.706787,0.806611,0.000000
33,-2.989586,7.602729,13.681473,-0.976506,0.678642,0.000000
34,-5.949929,7.474962,6.398590,-0.500394,0.845989,0.000000
35,4.593186,6.938093,1.237496,-0.903211,0.703081,0.000000
36,-3.843237,-7.193541,14.863052,-0.726227,0.673932,0.000000
37,-1.366298,6.660096,1.568080,-0.792796,0.713506,0.000000
38,-6.027831,-5.046619,11.918385,-0.515041,0.702753,0.000000
39,-6.891952,-0.545182,3.096571,-0.999996,0.829079,0.000000
40,3.994165,-4.540421,0.001474,-0.999397,0.769106,0.000000
41,5.230006,7.432816,0.312633,-0.794669,0.703268,0.000000
42,-6.639764,-7.857941,16.885546,-0.591782,0.665957,0.000000
43,-4.270540,4.481059,1.296948,-0.994676,0.773366,0.000000
44,-7.665317,4.790972,18.801569,-0.980821,0.779558,0.000000
45,7.733586,-6.875548,7.472126,-0.936834,0.837810,0.000000
46,1.314293,7.278847,13.933220,-0.983477,0.719164,0.000000
47,4.815235,3.599114,0.564423,-0.723141,0.718803,0.000000
48,-5.227953,-6.023356,1.944037,-0.936455,0.815162,0.000000
49,6.957099,-6.322268,0.193237,-0.999929,0.765701,0.000000
50,-4.896524,5.880926,3.298096,-0.990275,0.813669,0.000000
51,6.865979,-2.199108,17.045906,-0.535857,0.801804,0.000000
52,2.948259,-7.036037,2.178791,-0.999991,0.837951,0.000000
53,-5.695772,-0.045178,9.869127,-0.849518,0.789956,0.000000
54,-5.691467,0.173620,2.840127,-0.999993,0.818510,0.000000
55,-5.464690,6.337280,3.241241,-0.997528,0.806366,0.000000
56,-2.628524,2.771787,1.673727,-0.804027,0.721917,0.000000
57,-5.949469,-7.464570,17.001371,-0.552960,0.639782,0.000000
58,-6.468215,7.067115,0.645995,-0.999951,0.764466,0.000000
59,3.983244,5.784446,1.900990,-0.954159,0.711692,0.000000
60,-1.118079,-7.903815,2.039671,-1.000000,0.834167,0.000000
61,-5.722031,-5.994462,10.870215,-0.668572,0.763935,0.000000
62,6.429398,-4.282486,2.321150,-0.598870,0.805363,0.000000
63,-3.470021,6.886651,2.379881,-0.612899,0.717930,0.000000
64,6.693630,7.992466,1.810063,-0.928223,0.733058,0.000000
65,-7.593033,-0.443577,2.757670,-0.999999,0.824096,0.000000
66,4.402402,-4.605087,0.447619,-0.998774,0.767225,0.000000
67,4.505494,4.668431,0.943456,-0.702505,0.724280,0.000000
68,-1.889705,-6.131703,0.093694,-0.967772,0.785970,0.000000
69,6.044092,-6.509135,18.269854,-0.981166,0.806063,0.000000
70,3.483152,3.898550,3.496318,-0.582293,0.689412,0.000000
71,6.230298,-5.786644,18.190082,-0.947802,0.797779,0.000000
72,-3.317275,-7.702826,0.346393,-0.847731,0.780663,0.000000
73,-5.165558,-0.782379,9.593178,-0.667998,0.779780,0.000000
74,-7.081911,-7.973692,7.943450,-0.650980,0.742965,0.000000
75,-1.853983,-5.643581,0.142567,-0.747720,0.795210,0.000000
76,-0.598701,4.598074,2.437090,-0.935922,0.694076,0.000000
77,7.343047,-2.083735,14.636517,-0.978366,0.710188,0.000000
