Attribute,Value
Number Critical Scenarios,427
Number Critical Scenarios (duplicate free),104
Number All Scenarios,1000
Number All Scenarios (duplicate free),187
Number Best Critical Scenarios,230
Number Best Critical Scenarios (duplicate free),31
Number Best Scenarios,650
Number Best Scenarios (duplicate free),48
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99941  0.84122  0.     ]
Input value of critical (first of population of interest),[ 0.259373 -6.642695  3.686182]
