Attribute,Value
Number Critical Scenarios,817
Number Critical Scenarios (duplicate free),231
Number All Scenarios,1000
Number All Scenarios (duplicate free),280
Number Best Critical Scenarios,199
Number Best Critical Scenarios (duplicate free),36
Number Best Scenarios,302
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.82
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,0.66
Ratio Best Critical/Best Scenarios (duplicate free),0.82
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.808771]
Input value of critical (first of population of interest),[-0.902653  6.671279  3.844928]
