Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.401826,1.070395,3.278724,-0.978346,-1.326215
1,0.583991,1.328283,2.512052,-0.922456,-1.772721
2,0.542643,0.811523,0.783793,-0.726486,-2.571418
3,0.311454,0.709176,3.658870,-0.777652,-1.082390
4,0.440808,1.314360,3.137658,-0.833561,-2.624061
5,0.507050,1.905970,3.401697,-0.841668,-1.578206
6,0.431278,0.830269,2.547110,-0.822322,-1.391657
7,0.505001,1.307874,2.981421,-0.980253,-1.570362
8,0.355458,0.742824,3.104869,-0.725112,-1.198645
9,0.383820,1.210958,3.517433,-0.741152,-2.297073
10,0.340328,1.169582,4.253058,-0.969439,-1.745939
11,0.433294,1.886190,4.549937,-0.814899,-1.397197
12,0.678576,1.848314,2.414625,-0.975532,-1.979373
13,0.402147,1.476397,4.305573,-0.990968,-1.327693
14,0.385184,0.749625,1.978253,-0.843207,-2.285120
15,0.519854,1.478264,3.209548,-0.880495,-1.618425
16,0.449692,0.898819,2.497453,-0.989700,-1.445044
17,0.631856,1.599989,2.389872,-0.979914,-1.882606
18,0.599142,1.196817,1.385338,-0.803056,-3.395908
19,0.355888,1.725697,4.954195,-0.733446,-1.190611
20,0.346403,0.801620,3.171314,-0.996143,-1.169207
21,0.647367,1.249721,1.923920,-0.898604,-1.928850
22,0.462469,1.424113,3.696394,-0.971238,-1.475379
23,0.543310,1.400596,2.803344,-0.973501,-1.685070
24,0.362098,1.439230,4.933992,-0.934799,-1.219315
25,0.392125,1.424901,4.360494,-0.989800,-1.287628
26,0.438351,0.899554,2.626820,-0.997174,-1.410474
27,0.589412,1.120692,1.978009,-0.977318,-1.774724
28,0.834800,1.889103,1.715247,-0.802165,-2.312920
29,0.521319,1.845162,3.367997,-0.988563,-1.622871
30,0.468891,1.297781,3.198782,-0.997404,-1.495776
31,0.490660,1.988384,3.886395,-0.971480,-1.558342
32,0.391400,0.607340,0.981102,-0.983583,-1.285820
33,0.371667,1.028959,3.463917,-0.985788,-1.249455
34,0.395640,1.417616,4.239310,-0.993285,-1.302193
35,0.568091,1.977190,3.094938,-0.990338,-1.747599
36,0.614465,0.928602,1.298188,-0.922084,-1.857337
37,0.386723,0.782346,2.518884,-0.978938,-1.271683
38,0.312856,0.652965,2.794561,-0.993716,-1.084776
39,0.523351,0.712004,0.236745,-0.994608,-2.698920
40,0.645664,1.871927,2.617609,-0.978412,-1.925685
41,0.553704,1.673481,3.099568,-0.992800,-1.705489
42,0.432707,1.749294,4.402952,-0.932948,-1.395224
43,0.340328,1.008742,4.426093,-0.978884,-1.155478
44,0.465358,1.027535,2.859512,-0.931080,-1.483506
45,0.460254,0.732314,1.520066,-0.989609,-1.474403
46,0.599380,1.412586,2.432902,-0.974174,-1.807197
47,0.819403,0.930668,0.193307,-0.776154,-2.256878
48,0.465690,1.073719,1.990330,-0.857489,-2.796245
49,0.446552,1.195889,3.523056,-0.831299,-1.433470
50,0.647523,1.792862,2.622954,-0.896644,-1.929227
51,0.641961,1.559552,2.233495,-0.980079,-1.914436
52,0.815230,0.885901,0.085290,-0.720768,-2.239922
53,0.469003,1.618196,3.606396,-0.979898,-1.496634
54,0.783229,1.096846,0.912376,-0.860714,-2.120158
55,0.335644,0.973867,4.545420,-0.734958,-1.143963
56,0.481474,1.015748,2.358294,-0.989815,-1.534587
57,0.336619,0.870922,3.626525,-0.997323,-1.147552
58,0.683769,1.482905,2.117040,-0.784902,-1.993522
59,0.376492,1.178341,3.502676,-0.752313,-2.188933
60,0.422282,1.110491,3.274754,-0.983013,-1.376223
61,0.356385,1.099900,4.309461,-0.993193,-1.200934
