Attribute,Value
Number Critical Scenarios,956
Number Critical Scenarios (duplicate free),271
Number All Scenarios,1000
Number All Scenarios (duplicate free),299
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.96
Ratio Critical/All scenarios (duplicate free),0.91
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.96891707  0.64464833]
Input value of critical (first of population of interest),[-6.33444641  1.14016424 13.64918258]
