Attribute,Value
Number Critical Scenarios,475
Number Critical Scenarios (duplicate free),166
Number All Scenarios,1000
Number All Scenarios (duplicate free),343
Number Best Critical Scenarios,192
Number Best Critical Scenarios (duplicate free),39
Number Best Scenarios,446
Number Best Scenarios (duplicate free),86
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.43
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.807136  0.72685 ]
Input value of critical (first of population of interest),[-3.235979 -0.204174 14.534569]
