Attribute,Value
Number Critical Scenarios,358
Number Critical Scenarios (duplicate free),85
Number All Scenarios,1000
Number All Scenarios (duplicate free),222
Number Best Critical Scenarios,162
Number Best Critical Scenarios (duplicate free),27
Number Best Scenarios,522
Number Best Scenarios (duplicate free),53
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.51
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999995  0.828702  0.      ]
Input value of critical (first of population of interest),[-1.72681  -5.83473   2.105111]
