Attribute,Value
Number Critical Scenarios,431
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),238
Number Best Critical Scenarios,221
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,486
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.52
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.997333  0.814725  0.      ]
Input value of critical (first of population of interest),[-1.111502 -7.223674  1.631581]
