Attribute,Value
Number Critical Scenarios,306
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,204
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,532
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.40
Ratio Best Critical/Best Scenarios,0.38
Ratio Best Critical/Best Scenarios (duplicate free),0.63
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.771141  0.816461  0.      ]
Input value of critical (first of population of interest),[-3.527421 -5.453272  4.583282]
