n_evals,cid
40,1
80,1
120,1
160,1
200,1
240,1
280,1
320,1
360,1
400,1
440,1
480,1
520,1
560,1
600,0.6787906121271733
640,0.6787906121271733
680,0.6787906121271733
720,0.6787906121271733
760,0.6783484580412058
800,0.6783484580412058
840,0.6783484580412058
880,0.6783484580412058
920,0.6782867908488315
960,0.6782832983111198
1000,0.6782832983111198
1040,0.6782832983111198
1080,0.6776625248887831
1120,0.6776625248887831
1160,0.6772692870437022
1200,0.6770807043380367
1240,0.6770807043380367
1280,0.6770477337426745
1320,0.6770477337426745
1360,0.6770477337426745
1400,0.6770477337426745
1440,0.6770285193899366
1480,0.6770285193899366
1520,0.6770285193899366
1560,0.6770285193899366
1600,0.6770285193899366
1640,0.6770283882331426
1680,0.6770283882331426
1720,0.6770283882331426
1760,0.6770266832127976
1800,0.6770266832127976
1840,0.6770266832127976
1880,0.6770266832127976
1920,0.6770266832127976
1960,0.6768134108179177
2000,0.676806729361022
