Attribute,Value
Number Critical Scenarios,219
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),349
Number Best Critical Scenarios,48
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,288
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.22
Ratio Critical/All scenarios (duplicate free),0.22
Ratio Best Critical/Best Scenarios,0.17
Ratio Best Critical/Best Scenarios (duplicate free),0.26
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999991  0.830573]
Input value of critical (first of population of interest),[-6.303041 -7.145946  6.276364]
