Attribute,Value
Number Critical Scenarios,325
Number Critical Scenarios (duplicate free),98
Number All Scenarios,1000
Number All Scenarios (duplicate free),202
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.75747204  0.83816598  0.        ]
Input value of critical (first of population of interest),[ 5.63069393 -0.09883906 14.891672  ]
