Attribute,Value
Number Critical Scenarios,26
Number Critical Scenarios (duplicate free),26
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,2
Number Best Critical Scenarios (duplicate free),2
Number Best Scenarios,7
Number Best Scenarios (duplicate free),7
Ratio Critical/All scenarios,0.03
Ratio Critical/All scenarios (duplicate free),0.03
Ratio Best Critical/Best Scenarios,0.29
Ratio Best Critical/Best Scenarios (duplicate free),0.29
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999994  0.84063   0.      ]
Input value of critical (first of population of interest),[ 4.378678 -6.900251  2.218303]
