Attribute,Value
Number Critical Scenarios,533
Number Critical Scenarios (duplicate free),107
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,282
Number Best Critical Scenarios (duplicate free),34
Number Best Scenarios,492
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.53
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.57
Ratio Best Critical/Best Scenarios (duplicate free),0.68
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.97567   0.817336  0.      ]
Input value of critical (first of population of interest),[-4.295822  7.514488 13.765531]
