Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-6.449329,-1.922703,17.973901,-0.987522,0.669412,0.000000,1
1,-1.138851,7.561690,12.485379,-1.000000,0.776414,0.000000,1
2,-0.870316,5.892319,7.990550,-0.999755,0.751503,0.000000,1
3,0.829131,5.904196,2.027890,-0.999424,0.692956,0.000000,1
4,1.287433,7.480591,8.219835,-0.999994,0.754412,0.000000,1
5,1.743226,-5.688581,0.475736,-0.999999,0.771694,0.000000,1
6,2.286747,7.672285,8.227060,-0.999996,0.757567,0.000000,1
7,4.078670,7.991223,1.934194,-0.999319,0.692413,0.000000,1
8,4.458178,0.865985,3.139333,-0.999221,0.682980,0.000000,1
9,5.075883,3.486069,3.496942,-0.999312,0.689866,0.000000,1
10,6.155638,5.041650,0.265036,-0.999048,0.680410,0.000000,1
11,7.167148,4.102028,0.139126,-0.999687,0.697539,0.000000,1
12,7.694688,1.768061,7.752348,0.898935,0.646588,0.000000,0
