Index,X_0,X_1,X_2,Fitness_Fitness_0,Fitness_Fitness_1,Fitness_Fitness_2,Critical
155,-4.444444,4.444444,6.333333,-0.997394,0.810050,0.000000,1
156,-4.444444,4.444444,16.888889,-0.992660,0.845588,0.000000,1
157,-2.666667,4.444444,4.222222,-0.999986,0.796430,0.000000,1
158,-2.666667,4.444444,6.333333,-0.998835,0.812375,0.000000,1
159,-0.888889,4.444444,4.222222,-0.999996,0.784909,0.000000,1
160,-0.888889,4.444444,6.333333,-0.999545,0.794699,0.000000,1
161,0.888889,4.444444,2.111111,-0.983972,0.755462,0.000000,1
162,0.888889,4.444444,4.222222,-0.999985,0.783856,0.000000,1
163,0.888889,4.444444,6.333333,-0.999055,0.796382,0.000000,1
164,2.666667,4.444444,2.111111,-0.996929,0.744680,0.000000,1
165,2.666667,4.444444,4.222222,-0.999942,0.760456,0.000000,1
166,2.666667,4.444444,6.333333,-0.997815,0.784063,0.000000,1
167,4.444444,4.444444,2.111111,-0.999144,0.730754,0.000000,1
168,4.444444,4.444444,4.222222,-0.999820,0.750474,0.000000,1
169,4.444444,4.444444,6.333333,-0.734397,0.782402,0.000000,1
170,4.444444,4.444444,16.888889,-0.900637,0.785827,0.000000,1
171,6.222222,4.444444,2.111111,-0.999564,0.719387,0.000000,1
172,6.222222,4.444444,4.222222,-0.999919,0.751656,0.000000,1
173,6.222222,4.444444,16.888889,-0.974461,0.778360,0.000000,1
174,8.000000,4.444444,2.111111,-0.999363,0.722059,0.000000,1
175,8.000000,4.444444,4.222222,-0.999970,0.742963,0.000000,1
176,8.000000,4.444444,12.666667,-0.864781,0.858958,0.000000,1
177,8.000000,4.444444,16.888889,-0.922202,0.775904,0.000000,1
178,-8.000000,6.222222,4.222222,-0.999999,0.820354,0.000000,1
179,-8.000000,6.222222,6.333333,-0.982477,0.802011,0.000000,1
180,-8.000000,6.222222,19.000000,-0.997672,0.739846,0.000000,1
181,-6.222222,6.222222,4.222222,-1.000000,0.828026,0.000000,1
182,-6.222222,6.222222,6.333333,-0.999998,0.829876,0.000000,1
183,-6.222222,6.222222,16.888889,-0.961883,0.855585,0.000000,1
184,-4.444444,6.222222,4.222222,-1.000000,0.826203,0.000000,1
185,-4.444444,6.222222,6.333333,-1.000000,0.828043,0.000000,1
186,-4.444444,6.222222,16.888889,-0.972204,0.847626,0.000000,1
187,-2.666667,6.222222,4.222222,-1.000000,0.804290,0.000000,1
188,-2.666667,6.222222,6.333333,-1.000000,0.828040,0.000000,1
189,-2.666667,6.222222,16.888889,-0.793886,0.824096,0.000000,1
190,-0.888889,6.222222,2.111111,-0.861447,0.753543,0.000000,1
191,-0.888889,6.222222,4.222222,-1.000000,0.807610,0.000000,1
192,-0.888889,6.222222,6.333333,-0.999989,0.827896,0.000000,1
193,0.888889,6.222222,2.111111,-0.983653,0.756213,0.000000,1
194,0.888889,6.222222,4.222222,-1.000000,0.781680,0.000000,1
195,0.888889,6.222222,6.333333,-0.999974,0.817593,0.000000,1
196,2.666667,6.222222,2.111111,-0.996427,0.743690,0.000000,1
197,2.666667,6.222222,4.222222,-0.999999,0.780452,0.000000,1
198,2.666667,6.222222,6.333333,-0.999823,0.817590,0.000000,1
199,4.444444,6.222222,2.111111,-0.998042,0.754110,0.000000,1
200,4.444444,6.222222,4.222222,-0.999993,0.767987,0.000000,1
201,4.444444,6.222222,6.333333,-0.912731,0.812169,0.000000,1
202,6.222222,6.222222,2.111111,-0.999603,0.721767,0.000000,1
203,6.222222,6.222222,4.222222,-0.999992,0.762565,0.000000,1
204,6.222222,6.222222,16.888889,-0.958735,0.783506,0.000000,1
205,8.000000,6.222222,2.111111,-0.999684,0.723431,0.000000,1
206,8.000000,6.222222,4.222222,-0.999993,0.762365,0.000000,1
207,8.000000,6.222222,16.888889,-0.964495,0.766463,0.000000,1
208,-8.000000,8.000000,4.222222,-1.000000,0.830304,0.000000,1
209,-8.000000,8.000000,6.333333,-0.999993,0.813617,0.000000,1
210,-8.000000,8.000000,16.888889,-0.947116,0.861736,0.000000,1
211,-8.000000,8.000000,19.000000,-0.916791,0.756576,0.000000,1
212,-6.222222,8.000000,4.222222,-1.000000,0.838697,0.000000,1
213,-6.222222,8.000000,6.333333,-1.000000,0.844325,0.000000,1
214,-6.222222,8.000000,8.444444,-0.885586,0.760365,0.000000,1
215,-4.444444,8.000000,4.222222,-1.000000,0.837238,0.000000,1
216,-4.444444,8.000000,6.333333,-1.000000,0.841734,0.000000,1
217,-4.444444,8.000000,8.444444,-0.747235,0.762422,0.000000,1
218,-2.666667,8.000000,4.222222,-1.000000,0.819907,0.000000,1
219,-2.666667,8.000000,6.333333,-0.999961,0.840126,0.000000,1
220,-0.888889,8.000000,2.111111,-0.910781,0.745383,0.000000,1
221,-0.888889,8.000000,4.222222,-1.000000,0.812433,0.000000,1
222,-0.888889,8.000000,6.333333,-0.998573,0.840972,0.000000,1
223,0.888889,8.000000,2.111111,-0.985695,0.752172,0.000000,1
224,0.888889,8.000000,4.222222,-1.000000,0.801240,0.000000,1
225,0.888889,8.000000,6.333333,-0.999967,0.832131,0.000000,1
226,2.666667,8.000000,2.111111,-0.996940,0.747603,0.000000,1
227,2.666667,8.000000,4.222222,-1.000000,0.788898,0.000000,1
228,2.666667,8.000000,6.333333,-0.999998,0.815776,0.000000,1
229,4.444444,8.000000,2.111111,-0.998980,0.741278,0.000000,1
230,4.444444,8.000000,4.222222,-1.000000,0.780596,0.000000,1
231,4.444444,8.000000,6.333333,-0.999951,0.813941,0.000000,1
232,6.222222,8.000000,2.111111,-0.999580,0.726384,0.000000,1
233,6.222222,8.000000,4.222222,-1.000000,0.782881,0.000000,1
234,6.222222,8.000000,6.333333,-0.998450,0.796621,0.000000,1
235,6.222222,8.000000,16.888889,-0.859462,0.798836,0.000000,1
236,8.000000,8.000000,2.111111,-0.999497,0.737056,0.000000,1
237,8.000000,8.000000,4.222222,-1.000000,0.776223,0.000000,1
238,8.000000,8.000000,6.333333,-0.700503,0.779789,0.000000,1
239,8.000000,8.000000,16.888889,-0.960174,0.778350,0.000000,1
