Index,X_0,X_1,X_2,Fitness_Fitness_0,Fitness_Fitness_1,Fitness_Fitness_2,Critical
0,-8.000000,-8.000000,2.111111,-0.999991,0.836777,0.000000,1
1,-8.000000,-8.000000,4.222222,-1.000000,0.816503,0.000000,1
2,-8.000000,-8.000000,6.333333,-0.796658,0.755652,0.000000,1
3,-8.000000,-8.000000,12.666667,-0.916416,0.740519,0.000000,1
4,-8.000000,-8.000000,19.000000,-0.999970,0.728758,0.000000,1
5,-6.222222,-8.000000,2.111111,-1.000000,0.837195,0.000000,1
6,-6.222222,-8.000000,4.222222,-1.000000,0.815628,0.000000,1
7,-6.222222,-8.000000,6.333333,-0.776687,0.739394,0.000000,1
8,-6.222222,-8.000000,12.666667,-0.981492,0.742038,0.000000,1
9,-6.222222,-8.000000,16.888889,-0.999088,0.771669,0.000000,1
10,-6.222222,-8.000000,19.000000,-1.000000,0.743417,0.000000,1
11,-4.444444,-8.000000,2.111111,-1.000000,0.833747,0.000000,1
12,-4.444444,-8.000000,4.222222,-1.000000,0.806463,0.000000,1
13,-4.444444,-8.000000,12.666667,-0.825049,0.725346,0.000000,1
14,-4.444444,-8.000000,16.888889,-0.996409,0.747827,0.000000,1
15,-4.444444,-8.000000,19.000000,-0.817633,0.722085,0.000000,1
16,-2.666667,-8.000000,2.111111,-1.000000,0.828024,0.000000,1
17,-2.666667,-8.000000,4.222222,-1.000000,0.806801,0.000000,1
18,-2.666667,-8.000000,14.777778,-0.916473,0.744813,0.000000,1
19,-2.666667,-8.000000,16.888889,-0.997783,0.721656,0.000000,1
20,-2.666667,-8.000000,19.000000,-0.777928,0.723961,0.000000,1
21,-0.888889,-8.000000,2.111111,-1.000000,0.840814,0.000000,1
22,-0.888889,-8.000000,4.222222,-1.000000,0.812823,0.000000,1
23,-0.888889,-8.000000,16.888889,-0.913727,0.706059,0.000000,1
24,-0.888889,-8.000000,19.000000,-0.724160,0.724349,0.000000,1
25,0.888889,-8.000000,2.111111,-1.000000,0.835656,0.000000,1
26,0.888889,-8.000000,4.222222,-1.000000,0.791615,0.000000,1
27,2.666667,-8.000000,0.000000,-0.830069,0.769856,0.000000,1
28,2.666667,-8.000000,2.111111,-1.000000,0.835899,0.000000,1
29,2.666667,-8.000000,4.222222,-0.999934,0.787955,0.000000,1
30,4.444444,-8.000000,0.000000,-0.993581,0.775626,0.000000,1
31,4.444444,-8.000000,2.111111,-1.000000,0.833650,0.000000,1
32,4.444444,-8.000000,4.222222,-0.984794,0.787637,0.000000,1
33,6.222222,-8.000000,0.000000,-0.999500,0.773389,0.000000,1
34,6.222222,-8.000000,2.111111,-1.000000,0.822935,0.000000,1
35,8.000000,-8.000000,0.000000,-0.999629,0.771816,0.000000,1
36,8.000000,-8.000000,2.111111,-0.999998,0.823047,0.000000,1
37,8.000000,-8.000000,4.222222,-0.965072,0.768273,0.000000,1
38,-8.000000,-6.222222,2.111111,-0.999920,0.818317,0.000000,1
39,-8.000000,-6.222222,4.222222,-1.000000,0.824006,0.000000,1
40,-8.000000,-6.222222,19.000000,-0.999673,0.733390,0.000000,1
41,-6.222222,-6.222222,2.111111,-0.999989,0.826881,0.000000,1
42,-6.222222,-6.222222,4.222222,-1.000000,0.819941,0.000000,1
43,-6.222222,-6.222222,6.333333,-0.781889,0.800110,0.000000,1
44,-6.222222,-6.222222,12.666667,-0.984162,0.739761,0.000000,1
45,-6.222222,-6.222222,19.000000,-0.999866,0.755245,0.000000,1
46,-4.444444,-6.222222,2.111111,-0.999999,0.830979,0.000000,1
47,-4.444444,-6.222222,4.222222,-0.999884,0.813010,0.000000,1
48,-4.444444,-6.222222,6.333333,-0.999461,0.786020,0.000000,1
49,-4.444444,-6.222222,19.000000,-0.747334,0.734442,0.000000,1
50,-2.666667,-6.222222,2.111111,-0.999999,0.828404,0.000000,1
51,-2.666667,-6.222222,4.222222,-0.999949,0.799009,0.000000,1
52,-2.666667,-6.222222,6.333333,-0.737830,0.783307,0.000000,1
53,-2.666667,-6.222222,14.777778,-0.859586,0.754869,0.000000,1
54,-2.666667,-6.222222,16.888889,-0.898739,0.743421,0.000000,1
55,-2.666667,-6.222222,19.000000,-0.905858,0.723710,0.000000,1
56,-0.888889,-6.222222,2.111111,-0.999999,0.824986,0.000000,1
57,-0.888889,-6.222222,4.222222,-0.999539,0.798313,0.000000,1
58,-0.888889,-6.222222,16.888889,-0.962176,0.715338,0.000000,1
59,0.888889,-6.222222,2.111111,-0.999999,0.824046,0.000000,1
60,0.888889,-6.222222,4.222222,-0.999589,0.783815,0.000000,1
61,2.666667,-6.222222,2.111111,-0.999999,0.825382,0.000000,1
62,2.666667,-6.222222,4.222222,-0.992919,0.773779,0.000000,1
63,4.444444,-6.222222,0.000000,-0.992651,0.771773,0.000000,1
64,4.444444,-6.222222,2.111111,-0.999992,0.825167,0.000000,1
65,6.222222,-6.222222,0.000000,-0.999489,0.771970,0.000000,1
66,6.222222,-6.222222,2.111111,-0.999867,0.816708,0.000000,1
67,8.000000,-6.222222,0.000000,-0.995418,0.771435,0.000000,1
68,8.000000,-6.222222,2.111111,-0.994051,0.810939,0.000000,1
69,-8.000000,-4.444444,4.222222,-1.000000,0.810559,0.000000,1
70,-8.000000,-4.444444,19.000000,-0.998400,0.719422,0.000000,1
71,-6.222222,-4.444444,4.222222,-1.000000,0.818256,0.000000,1
72,-6.222222,-4.444444,6.333333,-0.852816,0.808383,0.000000,1
73,-6.222222,-4.444444,12.666667,-0.798375,0.744290,0.000000,1
74,-6.222222,-4.444444,19.000000,-0.989407,0.737955,0.000000,1
75,-4.444444,-4.444444,2.111111,-0.950757,0.807898,0.000000,1
76,-4.444444,-4.444444,4.222222,-1.000000,0.806969,0.000000,1
77,-4.444444,-4.444444,19.000000,-0.741057,0.729768,0.000000,1
78,-2.666667,-4.444444,2.111111,-0.971263,0.809001,0.000000,1
79,-2.666667,-4.444444,4.222222,-0.999996,0.794842,0.000000,1
80,-0.888889,-4.444444,2.111111,-0.992342,0.813956,0.000000,1
81,-0.888889,-4.444444,4.222222,-0.999605,0.790706,0.000000,1
82,-0.888889,-4.444444,6.333333,-0.716184,0.768966,0.000000,1
83,-0.888889,-4.444444,16.888889,-0.776074,0.742465,0.000000,1
84,0.888889,-4.444444,2.111111,-0.992846,0.810627,0.000000,1
85,0.888889,-4.444444,4.222222,-0.993963,0.766397,0.000000,1
86,2.666667,-4.444444,2.111111,-0.990686,0.813018,0.000000,1
87,2.666667,-4.444444,4.222222,-0.974478,0.747623,0.000000,1
88,2.666667,-4.444444,10.555556,-0.772259,0.781660,0.000000,1
89,4.444444,-4.444444,2.111111,-0.976815,0.810955,0.000000,1
90,4.444444,-4.444444,10.555556,-0.997209,0.789597,0.000000,1
91,6.222222,-4.444444,2.111111,-0.822881,0.802678,0.000000,1
92,6.222222,-4.444444,10.555556,-0.942422,0.794011,0.000000,1
93,8.000000,-4.444444,10.555556,-0.916143,0.797029,0.000000,1
94,8.000000,-4.444444,12.666667,-0.713641,0.837477,0.000000,1
95,-8.000000,-2.666667,4.222222,-0.999997,0.820078,0.000000,1
96,-8.000000,-2.666667,19.000000,-0.998897,0.703738,0.000000,1
97,-6.222222,-2.666667,4.222222,-0.999996,0.823837,0.000000,1
98,-6.222222,-2.666667,19.000000,-0.972813,0.726760,0.000000,1
99,-4.444444,-2.666667,4.222222,-0.999993,0.812288,0.000000,1
100,-4.444444,-2.666667,19.000000,-0.811526,0.738936,0.000000,1
101,-2.666667,-2.666667,4.222222,-0.998848,0.800675,0.000000,1
102,-0.888889,-2.666667,4.222222,-0.928670,0.792268,0.000000,1
103,4.444444,-2.666667,10.555556,-0.999727,0.787238,0.000000,1
104,6.222222,-2.666667,10.555556,-0.999899,0.797179,0.000000,1
105,8.000000,-2.666667,10.555556,-0.999803,0.803759,0.000000,1
106,8.000000,-2.666667,12.666667,-0.796633,0.847577,0.000000,1
107,8.000000,-2.666667,16.888889,-0.965744,0.777929,0.000000,1
108,-8.000000,-0.888889,4.222222,-0.999040,0.821219,0.000000,1
109,-8.000000,-0.888889,19.000000,-0.915532,0.711679,0.000000,1
110,-6.222222,-0.888889,4.222222,-0.977434,0.826975,0.000000,1
111,-6.222222,-0.888889,19.000000,-0.966720,0.731697,0.000000,1
112,-4.444444,-0.888889,4.222222,-0.752438,0.816483,0.000000,1
113,4.444444,-0.888889,10.555556,-0.934936,0.789557,0.000000,1
114,6.222222,-0.888889,10.555556,-0.999969,0.805771,0.000000,1
115,6.222222,-0.888889,12.666667,-0.790452,0.854070,0.000000,1
116,8.000000,-0.888889,10.555556,-0.999969,0.809031,0.000000,1
117,8.000000,-0.888889,16.888889,-0.997549,0.775686,0.000000,1
118,-8.000000,0.888889,4.222222,-0.999846,0.829590,0.000000,1
119,-8.000000,0.888889,16.888889,-0.898740,0.843830,0.000000,1
120,-8.000000,0.888889,19.000000,-0.997978,0.714243,0.000000,1
121,-6.222222,0.888889,4.222222,-0.835545,0.839387,0.000000,1
122,-6.222222,0.888889,19.000000,-0.850764,0.731973,0.000000,1
123,2.666667,0.888889,4.222222,-0.902464,0.772113,0.000000,1
124,4.444444,0.888889,4.222222,-0.955026,0.751082,0.000000,1
125,6.222222,0.888889,4.222222,-0.919899,0.737673,0.000000,1
126,6.222222,0.888889,10.555556,-0.919557,0.797251,0.000000,1
127,8.000000,0.888889,4.222222,-0.917763,0.725644,0.000000,1
128,8.000000,0.888889,10.555556,-0.997468,0.811208,0.000000,1
129,8.000000,0.888889,16.888889,-0.998707,0.776399,0.000000,1
130,-8.000000,2.666667,4.222222,-0.999257,0.820333,0.000000,1
131,-8.000000,2.666667,16.888889,-0.978498,0.861102,0.000000,1
132,-8.000000,2.666667,19.000000,-0.997333,0.709981,0.000000,1
133,-6.222222,2.666667,4.222222,-0.936065,0.831280,0.000000,1
134,-6.222222,2.666667,16.888889,-0.917493,0.847501,0.000000,1
135,0.888889,2.666667,4.222222,-0.988220,0.774211,0.000000,1
136,2.666667,2.666667,2.111111,-0.973431,0.756610,0.000000,1
137,2.666667,2.666667,4.222222,-0.998550,0.753823,0.000000,1
138,4.444444,2.666667,2.111111,-0.987076,0.742099,0.000000,1
139,4.444444,2.666667,4.222222,-0.996563,0.740959,0.000000,1
140,4.444444,2.666667,16.888889,-0.773690,0.765869,0.000000,1
141,6.222222,2.666667,2.111111,-0.986366,0.730160,0.000000,1
142,6.222222,2.666667,4.222222,-0.995694,0.729531,0.000000,1
143,6.222222,2.666667,16.888889,-0.936655,0.766602,0.000000,1
144,8.000000,2.666667,2.111111,-0.985567,0.730580,0.000000,1
145,8.000000,2.666667,4.222222,-0.995049,0.733525,0.000000,1
146,8.000000,2.666667,12.666667,-0.951726,0.849190,0.000000,1
147,8.000000,2.666667,16.888889,-0.968065,0.757135,0.000000,1
148,-8.000000,4.444444,4.222222,-0.999982,0.818993,0.000000,1
149,-8.000000,4.444444,16.888889,-0.962555,0.853815,0.000000,1
150,-8.000000,4.444444,19.000000,-0.998645,0.728161,0.000000,1
151,-6.222222,4.444444,4.222222,-0.999954,0.822487,0.000000,1
152,-6.222222,4.444444,6.333333,-0.992912,0.818667,0.000000,1
153,-6.222222,4.444444,16.888889,-0.996206,0.844835,0.000000,1
154,-4.444444,4.444444,4.222222,-0.999981,0.811783,0.000000,1
