Attribute,Value
Number Critical Scenarios,729
Number Critical Scenarios (duplicate free),224
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.73
Ratio Critical/All scenarios (duplicate free),0.71
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.94318062  0.68856533]
Input value of critical (first of population of interest),[-0.64203018  4.16290003  1.80959566]
