Attribute,Value
Number Critical Scenarios,355
Number Critical Scenarios (duplicate free),355
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,8
Number Best Scenarios (duplicate free),8
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.88
Ratio Best Critical/Best Scenarios (duplicate free),0.88
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999732  0.83533094  0.        ]
Input value of critical (first of population of interest),[-5.42923487  3.94334376  6.34329805]
