n_evals,cid
20,1
40,0.48791469586057407
60,0.46938091056205666
80,0.45839035003806883
100,0.4394213533591087
120,0.4351776896618218
140,0.41896497300662566
160,0.4157014096092626
180,0.4155481797026247
200,0.4155481797026247
220,0.4155481797026247
240,0.4154778258474245
260,0.4154778258474245
280,0.4154778258474245
300,0.4154778258474245
320,0.4154778258474245
340,0.33397527613289735
360,0.33389196894375417
380,0.33389196894375417
400,0.33389196894375417
420,0.33389196894375417
440,0.33389196894375417
460,0.33389196894375417
480,0.33389196894375417
500,0.33389196894375417
520,0.33380125129242183
540,0.33380125129242183
560,0.33378589706009903
580,0.33378589706009903
600,0.3337388261085124
620,0.3336330004591642
640,0.3336330004591642
660,0.3336330004591642
680,0.3336330004591642
700,0.3336330004591642
720,0.3336330004591642
740,0.33359921762021355
760,0.33359921762021355
780,0.33359921762021355
800,0.33359921762021355
820,0.33359921762021355
840,0.33359921762021355
860,0.33359921762021355
880,0.33359921762021355
900,0.33294072162686306
920,0.332900703913187
940,0.332900703913187
960,0.332900703913187
980,0.332900703913187
1000,0.332900703913187
