Attribute,Value
Number Critical Scenarios,682
Number Critical Scenarios (duplicate free),214
Number All Scenarios,1000
Number All Scenarios (duplicate free),324
Number Best Critical Scenarios,178
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,244
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.68
Ratio Critical/All scenarios (duplicate free),0.66
Ratio Best Critical/Best Scenarios,0.73
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999916  0.777472]
Input value of critical (first of population of interest),[-1.833568  7.629032  3.754388]
