Attribute,Value
Number Critical Scenarios,970
Number Critical Scenarios (duplicate free),262
Number All Scenarios,1000
Number All Scenarios (duplicate free),289
Number Best Critical Scenarios,345
Number Best Critical Scenarios (duplicate free),57
Number Best Scenarios,345
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.91
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.976828  0.678214]
Input value of critical (first of population of interest),[-7.848715  0.882204 17.789649]
