Attribute,Value
Number Critical Scenarios,879
Number Critical Scenarios (duplicate free),224
Number All Scenarios,1000
Number All Scenarios (duplicate free),302
Number Best Critical Scenarios,305
Number Best Critical Scenarios (duplicate free),61
Number Best Scenarios,305
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.88
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999999  0.791471]
Input value of critical (first of population of interest),[-5.927495  1.388465  4.77343 ]
