Attribute,Value
Number Critical Scenarios,240
Number Critical Scenarios (duplicate free),90
Number All Scenarios,1000
Number All Scenarios (duplicate free),253
Number Best Critical Scenarios,111
Number Best Critical Scenarios (duplicate free),34
Number Best Scenarios,511
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.24
Ratio Critical/All scenarios (duplicate free),0.36
Ratio Best Critical/Best Scenarios,0.22
Ratio Best Critical/Best Scenarios (duplicate free),0.53
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999722  0.833987  0.      ]
Input value of critical (first of population of interest),[ 6.114794 -7.822998  3.54964 ]
