Attribute,Value
Number Critical Scenarios,774
Number Critical Scenarios (duplicate free),203
Number All Scenarios,1000
Number All Scenarios (duplicate free),299
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.77
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.97104293  0.75707763]
Input value of critical (first of population of interest),[-1.77659769  6.00850589  3.76695358]
