Attribute,Value
Number Critical Scenarios,317
Number Critical Scenarios (duplicate free),80
Number All Scenarios,1000
Number All Scenarios (duplicate free),256
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.56256092  0.80340137  0.        ]
Input value of critical (first of population of interest),[ 0.33136773 -6.57679409  1.98165656]
