Attribute,Value
Number Critical Scenarios,658
Number Critical Scenarios (duplicate free),252
Number All Scenarios,1000
Number All Scenarios (duplicate free),360
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.66
Ratio Critical/All scenarios (duplicate free),0.70
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98310983  0.77275817]
Input value of critical (first of population of interest),[-5.6449775  -0.85009389  0.97704701]
