Attribute,Value
Number Critical Scenarios,296
Number Critical Scenarios (duplicate free),86
Number All Scenarios,1000
Number All Scenarios (duplicate free),312
Number Best Critical Scenarios,57
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,379
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.30
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.15
Ratio Best Critical/Best Scenarios (duplicate free),0.21
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.979663  0.842785]
Input value of critical (first of population of interest),[-5.783405 -1.00033   3.280054]
