Attribute,Value
Number Critical Scenarios,524
Number Critical Scenarios (duplicate free),122
Number All Scenarios,1000
Number All Scenarios (duplicate free),247
Number Best Critical Scenarios,263
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,460
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.57
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.787663  0.      ]
Input value of critical (first of population of interest),[-3.146409  4.716444  2.516258]
