Attribute,Value
Number Critical Scenarios,895
Number Critical Scenarios (duplicate free),273
Number All Scenarios,1000
Number All Scenarios (duplicate free),332
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.90
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.73096782  0.70942789]
Input value of critical (first of population of interest),[6.05658726 1.88746428 4.89797807]
