run,RS,NSGA-II-D,NSGA-II
1,0.25141571527502354,0.3324131558787215,0.4265565588037477
2,0.22881056205289857,0.3215212512509286,0.4725797677531984
3,0.23972463510143457,0.3531317446425403,0.43999979485714363
4,0.2658951458614364,0.2638610480450704,0.3890758898863124
5,0.22763816832940081,0.2786367232273335,0.5341601907946172
6,0.21893780652717532,0.27241179609848615,0.46562541039821426
7,0.2449448454823921,0.26733897887249436,0.3667173955412323
8,0.19975047542505794,0.4442016995239654,0.41887767357351474
9,0.25634609941162345,0.28895621251685805,0.4324576139971974
10,0.236770598028433,0.32232696947517603,0.5904395222363711
