RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.5496903439319141,0.14387870602338512,100.0,0.5052480359537274,0.07863060674157975,100.0,0.5397104477214152,0.09490746094763494
200.0,0.37300774465607794,0.0420383547412596,200.0,0.4361808741566878,0.0638634811824291,200.0,0.47377567552990146,0.06460547819260364
300.0,0.32737102113429484,0.04305833129303566,300.0,0.4030815218595011,0.0527117168499557,300.0,0.4680594467551872,0.06491941226207223
400.0,0.29034466550966054,0.034293062694818195,400.0,0.3962888352009675,0.054421856624304515,400.0,0.4642909073938964,0.06763939983935575
500.0,0.27942120902354206,0.030863453869712305,500.0,0.37783078784424035,0.05225371655374913,500.0,0.46107870371813026,0.06659051750072402
600.0,0.26802484028678053,0.032476298663521204,600.0,0.3587436400985854,0.06410703943561756,600.0,0.4565176064461286,0.06806220852569841
700.0,0.26000608365276073,0.03380396571833197,700.0,0.3490514907794137,0.06469658402774325,700.0,0.45533546087458676,0.06641447282948836
800.0,0.25329046246953346,0.031981009446374116,800.0,0.3412673977287236,0.06665019619125116,800.0,0.4551845463575292,0.06637399871032355
900.0,0.24395246684341343,0.02226988151137596,900.0,0.3381874152040936,0.06694668017385896,900.0,0.454253916659667,0.06718003050240691
1000.0,0.23702340514948755,0.019310578325378098,1000.0,0.3144799579531575,0.05502011863038961,1000.0,0.45364898178415497,0.0666672656200813
