n_evals,cid
40,0.3623495779217536
80,0.3578621974243345
120,0.3528929688509912
160,0.23913318506934264
200,0.2324389477928597
240,0.23184331380849998
280,0.21447509578887458
320,0.21445846848505737
360,0.21163309773288233
400,0.21133044781753885
440,0.20916511956603617
480,0.20851977731855031
520,0.20851884027338394
560,0.20851599300859028
600,0.20849872575500653
640,0.20778203683746907
680,0.20775720007338835
720,0.20775720007338835
760,0.2077368263627905
800,0.20758205723222495
840,0.20522890856591397
880,0.20392874061590835
920,0.20391018385816959
960,0.20387094226039856
1000,0.20387094226039856
1040,0.20387094226039856
1080,0.20385095345922807
1120,0.20373027367294935
1160,0.20369512745388935
1200,0.2036950534372495
1240,0.20364065762692574
1280,0.20364065762692574
1320,0.20364065762692574
1360,0.2036369412270497
1400,0.20360013536644755
1440,0.20359763564430586
1480,0.20359753246495757
1520,0.20359178339795253
1560,0.2035917477717004
1600,0.2035917477717004
1640,0.20342231468780936
1680,0.2033917398161992
1720,0.2033882858756524
1760,0.2033882858756524
1800,0.2033841212347923
1840,0.2033841212347923
1880,0.2033841212347923
1920,0.2033841212347923
1960,0.20338400065430687
2000,0.20338400065430687
