Attribute,Value
Number Critical Scenarios,469
Number Critical Scenarios (duplicate free),146
Number All Scenarios,1000
Number All Scenarios (duplicate free),314
Number Best Critical Scenarios,156
Number Best Critical Scenarios (duplicate free),42
Number Best Scenarios,303
Number Best Scenarios (duplicate free),65
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.51
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.998612  0.795088]
Input value of critical (first of population of interest),[ 6.101133 -0.097051 14.989457]
