Attribute,Value
Number Critical Scenarios,420
Number Critical Scenarios (duplicate free),105
Number All Scenarios,1000
Number All Scenarios (duplicate free),234
Number Best Critical Scenarios,234
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,558
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.42
Ratio Best Critical/Best Scenarios (duplicate free),0.64
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.998969  0.792722  0.      ]
Input value of critical (first of population of interest),[-4.802262  0.215316  0.56452 ]
