RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.724303444798063,0.1952560374864202,100.0,0.721009911464453,0.15273919155322377,100.0,0.8096728792075844,0.17843868973502436
200.0,0.6057650262045451,0.22301670138569693,200.0,0.5332421843071706,0.1042589833292406,200.0,0.7212867770217269,0.24463677590601962
300.0,0.5402401901630269,0.1526571897363523,300.0,0.5001135809631804,0.06655219575180304,300.0,0.6184287369150181,0.20762772911979435
400.0,0.4555749255116763,0.0643720780192221,400.0,0.4932963661056826,0.06914666035978641,400.0,0.603851551295908,0.21728536848542648
500.0,0.43980880719792925,0.06318037727494621,500.0,0.45222067608276023,0.0170079011747695,500.0,0.6007906189618007,0.21945448945588086
600.0,0.42510192350633424,0.04564524009693266,600.0,0.43810085322733394,0.01176829427794119,600.0,0.5998851230195347,0.2200903137639846
700.0,0.40044543551473544,0.03192104608687768,700.0,0.40894648543023326,0.03498593871294298,700.0,0.5997588155573446,0.2201739749659292
800.0,0.38761018851440376,0.03844562849071353,800.0,0.39756118268396956,0.038700827184929225,800.0,0.5993055730535097,0.22049910396308817
900.0,0.378508142391785,0.026449445795476156,900.0,0.38886332616891184,0.03715154783071302,900.0,0.5992946659916043,0.22050555230948557
1000.0,0.3562311241034001,0.017529504944443036,1000.0,0.37852225076156526,0.0490568507445189,1000.0,0.5992069214606618,0.22056282338066308
