Attribute,Value
Number Critical Scenarios,439
Number Critical Scenarios (duplicate free),115
Number All Scenarios,1000
Number All Scenarios (duplicate free),288
Number Best Critical Scenarios,94
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,297
Number Best Scenarios (duplicate free),40
Ratio Critical/All scenarios,0.44
Ratio Critical/All scenarios (duplicate free),0.40
Ratio Best Critical/Best Scenarios,0.32
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999993  0.838828]
Input value of critical (first of population of interest),[-6.918667  2.062288  6.262094]
