Attribute,Value
Number Critical Scenarios,903
Number Critical Scenarios (duplicate free),294
Number All Scenarios,1000
Number All Scenarios (duplicate free),364
Number Best Critical Scenarios,280
Number Best Critical Scenarios (duplicate free),59
Number Best Scenarios,280
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.90
Ratio Critical/All scenarios (duplicate free),0.81
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999863  0.806003]
Input value of critical (first of population of interest),[-5.213335  1.816289  2.861147]
