n_evals,cid
40,0.38034031632978943
80,0.3386580140656837
120,0.25588273471283657
160,0.23012424748113958
200,0.20298948151886456
240,0.18247334189932296
280,0.17681007249219163
320,0.17645327915877682
360,0.17615985023613373
400,0.1714406711890969
440,0.16487981752000117
480,0.1644997974952356
520,0.16197756934554552
560,0.16153272096464769
600,0.1614339309083923
640,0.16130058701192784
680,0.1609832645700066
720,0.16096712098339264
760,0.16096711857769078
800,0.16095264642169768
840,0.16095264642169768
880,0.16032966761727668
920,0.16032966761727668
960,0.1602739038971598
1000,0.16019503633116913
1040,0.16018312906338739
1080,0.1596262602852647
1120,0.1596262602852647
1160,0.1596262602852647
1200,0.15961347605744902
1240,0.15961347605744902
1280,0.15960385564361088
1320,0.15960385564361088
1360,0.15957148625732515
1400,0.15955172163757975
1440,0.15955090187655757
1480,0.1595452761182754
1520,0.1595452761182754
1560,0.15947187311632513
1600,0.15947187311632513
1640,0.15947187311632513
1680,0.15947187311632513
1720,0.15938114310492346
1760,0.15938114310492346
1800,0.15938114310492346
1840,0.15937105087030312
1880,0.15937105087030312
1920,0.15746997009670774
1960,0.15746830764632205
2000,0.15743587988478186
