RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.2376354942977404,0.06922613492833433,200.0,0.31388780859204396,0.0786520399835197,200.0,0.28182224901842323,0.056181097560477726,200.0,0.275585289827666,0.10545978830231971
400.0,0.16578266742036124,0.03618556314005682,400.0,0.20478084472539143,0.03242704650026442,400.0,0.2638339698386619,0.056614591843980225,400.0,0.2227859260106113,0.04742983524013315
600.0,0.13614081409641757,0.016620927905783574,600.0,0.16614309345557454,0.016201330781198668,600.0,0.24888078537659117,0.05508723094621855,600.0,0.20298161219300748,0.030427021956161603
800.0,0.12338980761640624,0.01546613444675889,800.0,0.14425488721117077,0.023030898197560424,800.0,0.24365645087360915,0.05719169396878896,800.0,0.19308042477725074,0.03213117252583585
1000.0,0.11646541888639525,0.017811152170607122,1000.0,0.13789061178853604,0.026183634722690134,1000.0,0.24207956523138843,0.05784941163918318,1000.0,0.1832463228219025,0.027799463541750155
1200.0,0.10729368091301997,0.020060126767180993,1200.0,0.12851683423418986,0.02691355955927114,1200.0,0.23988290071636684,0.0588535213620295,1200.0,0.17660151893835094,0.023556038136798154
1400.0,0.0981486204973869,0.01708771693325442,1400.0,0.12400685891190802,0.028304361367133508,1400.0,0.2388491154207922,0.058837822945201415,1400.0,0.17361696754986372,0.02632158921872739
1600.0,0.09229086796885796,0.01376330657036643,1600.0,0.11944402571320882,0.028124289785853955,1600.0,0.23572061116932502,0.0591945613429069,1600.0,0.17049587878636097,0.02469023093274815
1800.0,0.08416036075405607,0.008085052050204749,1800.0,0.11637325673116736,0.029653791534540286,1800.0,0.23548309843803755,0.05926632202460087,1800.0,0.16598514637987785,0.025443143999801077
2000.0,0.08133363424079221,0.007166616200362758,2000.0,0.11481323811409734,0.030400963900626476,2000.0,0.23515356453877945,0.059396234981459725,2000.0,0.16214106118472987,0.025905531507511393
