RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.22173114305764186,0.020921225800218355,100.0,0.3349162939082416,0.04486610679667048,100.0,0.3732498015597644,0.06438341346827586
200.0,0.15832852323751995,0.014597584717973126,200.0,0.29353080298533474,0.0326802592091787,200.0,0.3627188328206911,0.06586282619696153
300.0,0.1336646277298342,0.01225833634005865,300.0,0.27226718051855126,0.043660835008477214,300.0,0.36130765206821486,0.06653004224449938
400.0,0.11790492320846427,0.008833307995128287,400.0,0.2581183208973444,0.0407058409097966,400.0,0.3598680348259111,0.06641880536097074
500.0,0.10821435281991498,0.006885107935016593,500.0,0.2397986421739048,0.03738589455249017,500.0,0.3592929345053396,0.06673604801486184
600.0,0.10112885439613191,0.0056167710341805755,600.0,0.22941611978387919,0.033933764182801064,600.0,0.35912805119733504,0.06679234223324851
700.0,0.09342763670394554,0.00327631389560939,700.0,0.22197375936775857,0.03946623918854668,700.0,0.358937220595737,0.06679456169302934
800.0,0.08852072435322839,0.002858733789454241,800.0,0.2110768114955564,0.036808514224735335,800.0,0.3586488754538833,0.0669254195454335
900.0,0.08525065826694812,0.003037494002915417,900.0,0.20670557582706378,0.04003014582668983,900.0,0.35855532288685876,0.06698821704995848
1000.0,0.08117698917628327,0.002958730865025069,1000.0,0.19974643524696323,0.04413173396202827,1000.0,0.35803075591327554,0.06750442885285907
