run,RS,NSGA-II-D,NSGA-II
1,0.07958884710663255,0.16573449464900994,0.2774947962860546
2,0.08794307685381646,0.14786423910262997,0.3705834074236887
3,0.07829677973050665,0.1647434747259893,0.3167061233162995
4,0.08060943000093397,0.22695215262756313,0.5096727682397176
5,0.08102509203461437,0.22228363145047747,0.3662056647375713
6,0.07926690838377219,0.1950822679118477,0.3322864150137398
7,0.07800834542452767,0.2162118787999797,0.36021772618975606
8,0.082699620582009,0.2894888796994741,0.347563651165223
9,0.08355888966930891,0.21918039747024703,0.4156868471417185
10,0.08077290197671098,0.1499229360324139,0.2838901596189863
