Attribute,Value
Number Critical Scenarios,313
Number Critical Scenarios (duplicate free),100
Number All Scenarios,1000
Number All Scenarios (duplicate free),201
Number Best Critical Scenarios,113
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,589
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.19
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.74291   0.708344  0.      ]
Input value of critical (first of population of interest),[7.810325 7.505624 1.58502 ]
