Attribute,Value
Number Critical Scenarios,257
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),224
Number Best Critical Scenarios,75
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,516
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.15
Ratio Best Critical/Best Scenarios (duplicate free),0.29
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.998586  0.79877  -6.687787]
Input value of critical (first of population of interest),[-6.826115 -7.824056  3.98464 ]
