Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
1,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
2,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
3,0.769075,1.309566,1.389416,-0.963258,-2.095380,-11.042061
4,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
5,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
6,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
7,0.769075,1.309566,1.389416,-0.963258,-2.095380,-11.042061
8,0.562844,0.778893,0.530179,-0.962339,-2.634355,-8.609636
9,0.769075,1.309566,1.407330,-0.940608,-2.095380,-8.609636
10,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
11,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
12,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
13,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
14,0.769075,1.309566,1.389416,-0.963258,-2.095380,-11.042061
15,0.565800,0.781855,0.553783,-0.986966,-2.646910,-9.383204
16,0.562844,0.778893,0.530179,-0.962339,-2.634355,-8.609636
17,0.769648,1.309566,1.389273,-0.946059,-2.095951,-9.383204
18,0.564072,0.782301,0.470711,-0.901706,-2.639592,-9.383204
19,0.769075,1.310561,1.407702,-0.943095,-2.095380,-9.383204
20,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
21,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
22,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
23,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
24,0.566895,0.781751,0.602457,-0.987251,-2.652643,-11.815735
25,0.565800,0.781855,0.553783,-0.986966,-2.646910,-9.383204
26,0.562507,0.778884,0.530803,-0.978064,-2.630405,-11.815735
27,0.562844,0.778893,0.530179,-0.962339,-2.634355,-8.609636
28,0.564072,0.782301,0.470711,-0.901706,-2.639592,-9.383204
29,0.769075,1.309566,1.389416,-0.963258,-2.095380,-11.042061
30,0.769648,1.309566,1.389273,-0.946059,-2.095951,-9.383204
31,0.770241,1.309529,1.394768,-0.944726,-2.096503,-11.815735
32,0.769075,1.312045,1.407702,-0.946629,-2.095380,-11.815735
33,0.553201,0.782301,0.560666,-0.910597,-2.601809,-11.815735
34,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
35,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
36,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
37,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
38,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
39,0.566895,0.781751,0.602457,-0.987251,-2.652643,-11.815735
40,0.565800,0.781855,0.552971,-0.986966,-2.646910,-12.941813
41,0.565800,0.781855,0.553783,-0.986966,-2.646910,-9.383204
42,0.561412,0.782301,0.636760,-0.986053,-2.625717,-12.941813
43,0.562507,0.778884,0.614985,-0.985403,-2.630405,-12.941813
44,0.562844,0.778893,0.530179,-0.962339,-2.634355,-8.609636
45,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
46,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
47,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
48,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
49,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
50,0.564769,0.778884,0.614985,-0.988122,-2.642775,-13.572370
51,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
52,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
53,0.566895,0.781751,0.602457,-0.987251,-2.652643,-11.815735
54,0.565800,0.781855,0.552971,-0.986966,-2.646910,-12.941813
55,0.560063,0.778893,0.575868,-0.980870,-2.621385,-13.572370
56,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
57,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
58,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
59,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
60,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
61,0.564769,0.778884,0.614985,-0.988122,-2.642775,-13.572370
62,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
63,0.560063,0.778893,0.575868,-0.980870,-2.621385,-13.572370
64,0.563896,0.782301,0.560666,-0.990464,-2.635468,-8.609636
65,0.566895,0.781751,0.602457,-0.987251,-2.652643,-11.815735
66,0.565800,0.781855,0.596859,-0.987643,-2.646910,-11.042061
67,0.565800,0.781855,0.552971,-0.986966,-2.646910,-12.941813
68,0.562371,0.778893,0.575868,-0.982415,-2.630452,-13.101654
69,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
70,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
71,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
72,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
73,0.605959,0.778893,0.185391,-0.946672,-2.693058,-11.421296
74,0.567218,0.782290,0.549886,-0.994121,-2.653070,-11.421296
75,0.564007,0.782290,0.605299,-0.998047,-2.635940,-11.421296
76,0.603188,0.875910,0.938867,-0.907472,-2.729576,-11.421296
77,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
78,0.564769,0.778884,0.614985,-0.988122,-2.642775,-13.572370
79,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
80,0.567227,0.782252,0.549886,-0.994608,-2.653049,-11.421296
81,0.560063,0.778893,0.575868,-0.980870,-2.621385,-13.572370
82,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
83,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
84,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
85,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
86,0.605959,0.778893,0.185391,-0.946672,-2.693058,-11.421296
87,0.564007,0.782290,0.605299,-0.998047,-2.635940,-11.421296
88,0.603188,0.875910,0.938867,-0.907472,-2.729576,-11.421296
89,0.563988,0.782290,0.605345,-0.997627,-2.635431,-12.932554
90,0.567337,0.778893,0.602410,-0.997034,-2.653084,-12.932554
91,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
92,0.564769,0.778884,0.614985,-0.988122,-2.642775,-13.572370
93,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
94,0.567218,0.782290,0.549886,-0.994121,-2.653070,-11.421296
95,0.557544,0.755905,0.939017,-0.996602,-2.351308,-12.932554
96,0.567227,0.782301,0.601820,-0.995522,-2.653049,-12.932554
97,0.560063,0.778893,0.575868,-0.980870,-2.621385,-13.572370
98,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
99,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
100,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
101,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
102,0.605959,0.778893,0.185391,-0.946672,-2.693058,-11.421296
103,0.564007,0.782290,0.605299,-0.998047,-2.635940,-11.421296
104,0.603188,0.875910,0.938867,-0.907472,-2.729576,-11.421296
105,0.563988,0.782290,0.605345,-0.997627,-2.635431,-12.932554
106,0.567337,0.778893,0.602410,-0.997034,-2.653084,-12.932554
107,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
108,0.564769,0.778884,0.614985,-0.988122,-2.642775,-13.572370
109,0.567227,0.782301,0.549886,-0.994503,-2.653049,-12.941813
110,0.567218,0.782290,0.549886,-0.994121,-2.653070,-11.421296
111,0.557544,0.755905,0.939017,-0.996602,-2.351308,-12.932554
112,0.567227,0.782301,0.601820,-0.995522,-2.653049,-12.932554
113,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
114,0.605959,0.778893,0.200360,-0.957363,-2.693058,-9.383204
115,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
116,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
117,0.605959,0.778893,0.185391,-0.946672,-2.693058,-11.421296
118,0.564007,0.782290,0.605299,-0.998047,-2.635940,-11.421296
119,0.603188,0.875910,0.938867,-0.907472,-2.729576,-11.421296
120,0.563988,0.782290,0.605345,-0.997627,-2.635431,-12.932554
121,0.567337,0.778893,0.602410,-0.997034,-2.653084,-12.932554
122,0.604387,0.875910,0.938867,-0.919764,-2.728188,-10.826104
123,0.583521,0.778893,0.317093,-0.929107,-2.699885,-10.826104
124,0.566895,0.781762,0.602457,-0.987255,-2.652643,-13.572370
125,0.557544,0.755905,0.939017,-0.996602,-2.351308,-12.932554
126,0.567227,0.782301,0.601820,-0.995522,-2.653049,-12.932554
127,0.567337,0.778893,0.602225,-0.997034,-2.653084,-10.826104
128,0.564098,0.778893,0.602457,-0.999853,-2.635912,-0.000000
129,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370
130,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654
131,0.605959,0.778893,0.185391,-0.946672,-2.693058,-11.421296
132,0.564007,0.782290,0.605299,-0.998047,-2.635940,-11.421296
133,0.603188,0.875910,0.938867,-0.907472,-2.729576,-11.421296
134,0.563988,0.782290,0.605345,-0.997627,-2.635431,-12.932554
135,0.567337,0.778893,0.602410,-0.997034,-2.653084,-12.932554
