Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.346529,1.376253,4.997545,-0.998705,-1.169127,-14.115972,0
1,0.346549,1.363058,4.988279,-0.999578,-1.169097,-14.115972,0
2,0.346549,1.363079,4.732520,-0.930258,-1.174009,-14.115972,0
3,0.346549,1.363079,4.989038,-0.999580,-1.169097,-13.627846,0
4,0.347507,1.363058,4.988205,-0.994664,-1.171594,-13.572370,0
5,0.348075,1.363058,4.989019,-0.995770,-1.172960,-13.101654,0
6,0.564098,0.778246,0.605392,-0.999866,-2.635912,-12.959662,1
7,0.567227,0.778184,0.530560,-0.996810,-2.653049,-12.959662,1
8,0.567227,0.782290,0.549886,-0.994527,-2.653049,-13.572370,1
9,0.567227,0.782290,0.605299,-0.995518,-2.653049,-13.101654,1
10,0.567337,0.778893,0.602410,-0.997034,-2.653084,-12.932554,1
11,0.571867,0.776825,0.499138,-0.993696,-2.669443,-10.437252,1
12,0.571867,0.776825,0.547558,-0.991589,-2.669443,-11.433821,1
13,0.571867,0.787078,0.547558,-0.991353,-2.669443,-13.627846,1
14,0.572056,0.781298,0.547623,-0.999144,-2.669211,-11.433821,1
15,0.572056,0.781847,0.547558,-0.999349,-2.669211,-10.137164,1
16,0.572056,0.782290,0.547558,-0.999514,-2.669211,-10.132623,1
17,0.572056,0.981177,0.547632,-0.759403,-3.417153,-13.627846,0
18,0.572056,0.986099,0.548155,-0.694754,-3.417153,-14.115972,0
19,0.603188,0.876487,1.045420,-0.990429,-2.729576,-11.704562,1
20,0.609619,0.768998,0.100087,-0.995773,-2.775522,-10.137164,1
21,0.609619,0.769273,0.599903,-0.909695,-1.841011,-14.115972,0
22,0.629310,0.778891,0.094561,-0.982938,-2.804780,-12.132852,1
23,0.629314,0.778891,0.091650,-0.982938,-2.804780,-12.132852,1
24,0.629314,0.778893,0.011722,-0.961157,-2.886337,-12.959662,1
25,0.629314,0.778893,0.047115,-0.983815,-2.886337,-11.164291,1
26,0.629356,0.778891,0.048367,-0.974604,-2.886335,-12.132852,1
27,0.629356,0.778891,0.095583,-0.986935,-2.804777,-12.132852,1
28,0.631097,0.801005,0.047340,-0.706551,-2.888615,-14.115972,0
29,0.635675,0.778904,0.047115,-0.965225,-2.813622,-13.627846,1
30,0.637236,0.778891,0.048367,-0.992123,-2.808194,-10.823611,1
31,0.948469,1.782158,0.939017,-0.550176,-4.726064,-13.572370,0
32,0.950029,1.853854,1.008412,-0.406788,-4.626818,-13.627846,0
33,0.950029,1.885161,1.009303,-0.280323,-4.386481,-14.115972,0
34,0.950034,1.780850,0.942661,-0.621065,-4.729316,-11.714025,0
35,0.950977,1.782225,0.938259,-0.610445,-4.759495,-12.932859,0
36,0.951047,1.782225,0.938259,-0.611356,-4.759495,-12.481373,0
37,0.951059,1.782222,0.938259,-0.611380,-4.759495,-10.823611,0
38,0.987683,1.858859,0.904012,-0.527774,-4.920566,-12.132852,0
39,0.998744,1.886389,0.909644,-0.504656,-4.949335,-12.932859,0
40,0.998744,1.891766,0.790879,-0.165380,-4.443961,-14.115972,0
41,0.999890,1.898763,0.904389,-0.454451,-4.952507,-12.932859,0
42,0.999969,1.889429,0.907616,-0.514052,-4.973350,-10.823611,0
43,0.999969,1.898763,0.907616,-0.454489,-4.952947,-11.714025,0
