Attribute,Value
Number Critical Scenarios,604
Number Critical Scenarios (duplicate free),191
Number All Scenarios,1000
Number All Scenarios (duplicate free),335
Number Best Critical Scenarios,201
Number Best Critical Scenarios (duplicate free),50
Number Best Scenarios,306
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.66
Ratio Best Critical/Best Scenarios (duplicate free),0.76
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.957909  0.729374]
Input value of critical (first of population of interest),[ 3.852763 -0.192393  6.620575]
