Attribute,Value
Number Critical Scenarios,312
Number Critical Scenarios (duplicate free),312
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,18
Number Best Scenarios (duplicate free),18
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.89
Ratio Best Critical/Best Scenarios (duplicate free),0.89
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.810165  0.      ]
Input value of critical (first of population of interest),[ 0.21565  -6.527262  2.23732 ]
