Attribute,Value
Number Critical Scenarios,392
Number Critical Scenarios (duplicate free),392
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.39
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99995637  0.79819699  0.        ]
Input value of critical (first of population of interest),[ 6.23504493 -7.74305218  9.4589218 ]
