Attribute,Value
Number Critical Scenarios,397
Number Critical Scenarios (duplicate free),92
Number All Scenarios,1000
Number All Scenarios (duplicate free),275
Number Best Critical Scenarios,180
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,341
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.53
Ratio Best Critical/Best Scenarios (duplicate free),0.42
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99722   0.785834]
Input value of critical (first of population of interest),[-5.287601 -0.332358  0.832271]
