Attribute,Value
Number Critical Scenarios,909
Number Critical Scenarios (duplicate free),288
Number All Scenarios,1000
Number All Scenarios (duplicate free),351
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.91
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98873883  0.82645679]
Input value of critical (first of population of interest),[-1.44321238 -4.83742817  1.90267239]
