Attribute,Value
Number Critical Scenarios,491
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),193
Number Best Critical Scenarios,216
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,484
Number Best Scenarios (duplicate free),38
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.63
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.801701  0.      ]
Input value of critical (first of population of interest),[-4.228625  1.221443  3.457868]
