Attribute,Value
Number Critical Scenarios,513
Number Critical Scenarios (duplicate free),153
Number All Scenarios,1000
Number All Scenarios (duplicate free),300
Number Best Critical Scenarios,64
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,271
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.34
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.811682]
Input value of critical (first of population of interest),[-5.230213  2.461949  2.879929]
