Attribute,Value
Number Critical Scenarios,779
Number Critical Scenarios (duplicate free),258
Number All Scenarios,1000
Number All Scenarios (duplicate free),354
Number Best Critical Scenarios,255
Number Best Critical Scenarios (duplicate free),57
Number Best Scenarios,255
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.78
Ratio Critical/All scenarios (duplicate free),0.73
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99981   0.805132]
Input value of critical (first of population of interest),[ 1.774482 -5.15116   1.803076]
