Attribute,Value
Number Critical Scenarios,596
Number Critical Scenarios (duplicate free),98
Number All Scenarios,1000
Number All Scenarios (duplicate free),214
Number Best Critical Scenarios,344
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,563
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.958317  0.815824  0.      ]
Input value of critical (first of population of interest),[-3.272219 -4.34581   3.580083]
