Attribute,Value
Number Critical Scenarios,707
Number Critical Scenarios (duplicate free),213
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,64
Number Best Critical Scenarios (duplicate free),23
Number Best Scenarios,153
Number Best Scenarios (duplicate free),40
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.67
Ratio Best Critical/Best Scenarios,0.42
Ratio Best Critical/Best Scenarios (duplicate free),0.57
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.943181  0.688565]
Input value of critical (first of population of interest),[-0.64203   4.1629    1.809596]
